Year Month,Postal Code,Customer Class,Total Gallons
201404,78705,Irrigation - Commercial,1839900
201404,78705,Large Volume,4607000
201404,78710,Commercial,26200
201404,78710,Irrigation - Commercial,0
201404,78712,Commercial,6173900
201404,78712,Irrigation - Commercial,1413600
201404,78712,Irrigation - Large Volume,14209000
201404,78712,Large Volume,12816800
201404,78714,Commercial,295300
201404,78714,Irrigation - Commercial,0
201404,78717,City of Austin,5500
201404,78717,Commercial,4689300
201404,78717,Irrigation - City of Austin,32600
201404,78717,Irrigation - Commercial,3150700
201404,78719,Austin Water Utility,662800
201404,78719,City of Austin,2924400
201404,78719,Commercial,4156500
201404,78719,Irrigation - City of Austin,246900
201404,78719,Irrigation - Commercial,591900
201404,78719,Wholesale,1216500
201404,78721,Austin Water Utility,6700
201404,78721,City of Austin,336400
201404,78721,Commercial,7593900
201404,78721,Irrigation - City of Austin,19800
201404,78721,Irrigation - Commercial,755600
201404,78722,City of Austin,35400
201404,78722,Commercial,4989100
201404,78722,Irrigation - City of Austin,4300
201404,78722,Irrigation - Commercial,373400
201404,78723,Austin Water Utility,64700
201404,78723,City of Austin,2143400
201404,78723,Commercial,15085500
201404,78723,Irrigation - City of Austin,11800
201404,78723,Irrigation - Commercial,3846600
201404,78724,Austin Water Utility,16000
201404,78724,City of Austin,3423000
201404,78724,Commercial,6256900
201404,78724,Irrigation - City of Austin,0
201404,78724,Irrigation - Commercial,3419900
201404,78725,Austin Water Utility,186800
201404,78725,City of Austin,248300
201404,78725,Commercial,4276300
201404,78725,Irrigation - Commercial,75700
201404,78725,Large Volume,31705000
201404,78725,Wholesale,901700
201404,78726,Austin Water Utility,0
201404,78726,City of Austin,10000
201404,78726,Commercial,6091700
201404,78726,Irrigation - Commercial,2454900
201404,78727,City of Austin,33600
201404,78727,Commercial,21211000
201404,78727,Irrigation - City of Austin,0
201404,78727,Irrigation - Commercial,6949700
201404,78728,Commercial,3084500
201404,78728,Irrigation - Commercial,3068200
201404,78728,Large Volume,2908000
201404,78728,Wholesale,25796300
201404,78729,City of Austin,11200
201404,78729,Commercial,11839700
201404,78729,Irrigation - City of Austin,0
201404,78729,Irrigation - Commercial,3422300
201404,78729,Wholesale,24249300
201404,78730,Commercial,2798100
201404,78730,Irrigation - Commercial,2157000
201404,78731,Austin Water Utility,0
201404,78731,City of Austin,313600
201404,78731,Commercial,13070900
201404,78731,Irrigation - City of Austin,47800
201404,78731,Irrigation - Commercial,2652800
201404,78732,Commercial,381500
201404,78732,Irrigation - Commercial,0
201404,78735,Austin Water Utility,0
201404,78735,City of Austin,271100
201404,78735,Commercial,9000000
201404,78735,Irrigation - Commercial,3281400
201404,78735,Large Volume,22577000
201404,78735,Wholesale,331400
201404,78736,Commercial,1163300
201404,78736,Irrigation - Commercial,147600
201404,78737,Commercial,337200
201404,78737,Irrigation - Commercial,296900
201404,78737,Wholesale,532100
201404,78739,City of Austin,7000
201404,78739,Commercial,1018100
201404,78739,Irrigation - City of Austin,200
201404,78739,Irrigation - Commercial,1388700
201404,78739,Wholesale,9328100
201404,78741,Austin Water Utility,0
201404,78741,City of Austin,496500
201404,78741,Commercial,17882900
201404,78741,Irrigation - City of Austin,154400
201404,78741,Irrigation - Commercial,1643700
201404,78741,Large Volume,27965000
201404,78742,Austin Water Utility,0
201404,78742,Commercial,466900
201404,78742,Irrigation - Commercial,45200
201404,78744,Austin Water Utility,403200
201404,78744,City of Austin,512800
201404,78744,Commercial,26506700
201404,78744,Irrigation - City of Austin,1699300
201404,78744,Irrigation - Commercial,4568600
201404,78745,City of Austin,345600
201404,78745,Commercial,30139500
201404,78745,Irrigation - City of Austin,71000
201404,78745,Irrigation - Commercial,3473000
201404,78745,Wholesale,7255100
201404,78746,City of Austin,918000
201404,78746,Commercial,10362400
201404,78746,Irrigation - City of Austin,10000
201404,78746,Irrigation - Commercial,1987100
201404,78746,Wholesale,79098800
201404,78747,Austin Water Utility,65100
201404,78747,Commercial,1330000
201404,78747,Irrigation - Commercial,538600
201404,78747,Wholesale,3580800
201404,78748,City of Austin,40100
201404,78748,Commercial,10881800
201404,78748,Irrigation - City of Austin,20700
201404,78748,Irrigation - Commercial,4226500
201404,78748,Wholesale,501100
201404,78749,Austin Water Utility,400
201404,78749,City of Austin,38900
201404,78749,Commercial,10411000
201404,78749,Irrigation - City of Austin,2800
201404,78749,Irrigation - Commercial,4362000
201404,78750,Austin Water Utility,16000
201404,78750,City of Austin,156100
201404,78750,Commercial,8030100
201404,78750,Irrigation - City of Austin,0
201404,78750,Irrigation - Commercial,2850600
201404,78751,City of Austin,49600
201404,78751,Commercial,13846700
201404,78751,Irrigation - City of Austin,4100
201404,78751,Irrigation - Commercial,379300
201404,78752,City of Austin,61700
201404,78752,Commercial,23434000
201404,78752,Irrigation - City of Austin,0
201404,78752,Irrigation - Commercial,1061300
201404,78753,Austin Water Utility,600
201404,78753,City of Austin,425300
201404,78753,Commercial,34806100
201404,78753,Irrigation - City of Austin,129700
201404,78753,Irrigation - Commercial,7441000
201404,78754,Austin Water Utility,133400
201404,78754,City of Austin,272600
201404,78754,Commercial,12805600
201404,78754,Irrigation - City of Austin,0
201404,78754,Irrigation - Commercial,3572600
201404,78754,Large Volume,112681800
201404,78755,Commercial,30600
201404,78756,Austin Water Utility,29700
201404,78756,City of Austin,22800
201404,78756,Commercial,10546600
201404,78756,Irrigation - City of Austin,0
201404,78756,Irrigation - Commercial,472200
201404,78757,City of Austin,1004300
201404,78757,Commercial,15695700
201404,78757,Irrigation - City of Austin,100
201404,78757,Irrigation - Commercial,557600
201404,78758,City of Austin,1284700
201404,78758,Commercial,40545200
201404,78758,Irrigation - City of Austin,1454300
201404,78758,Irrigation - Commercial,7556700
201404,78759,Austin Water Utility,172800
201404,78759,City of Austin,24800
201404,78759,Commercial,36659800
201404,78759,Irrigation - City of Austin,900
201404,78759,Irrigation - Commercial,7134100
201404,78766,Commercial,4900
201404,78766,Irrigation - Commercial,0
201405,78613,City of Austin,0
201405,78613,Commercial,3685000
201405,78613,Irrigation - Commercial,996800
201405,78617,Austin Water Utility,124700
201405,78617,City of Austin,7029700
201405,78617,Commercial,11005500
201405,78617,Irrigation - City of Austin,0
201405,78617,Irrigation - Commercial,1192000
201405,78640,Commercial,90100
201405,78652,Commercial,2475900
201405,78653,Commercial,349200
201405,78653,Irrigation - Commercial,340300
201405,78653,Wholesale,2000
201405,78660,Commercial,4967900
201405,78660,Irrigation - Commercial,1580800
201405,78660,Wholesale,22641400
201405,78681,City of Austin,6400
201405,78681,Irrigation - City of Austin,37000
201405,78701,Austin Water Utility,161000
201405,78701,City of Austin,6720500
201405,78701,Commercial,70351300
201405,78701,Irrigation - City of Austin,674900
201405,78701,Irrigation - Commercial,2920700
201405,78701,Large Volume,822000
201405,78702,Austin Water Utility,73000
201405,78702,City of Austin,3971900
201405,78702,Commercial,23136200
201405,78702,Irrigation - City of Austin,479400
201405,78702,Irrigation - Commercial,1944100
201405,78703,Austin Water Utility,23200
201405,78703,City of Austin,1892500
201405,78703,Commercial,13552200
201405,78703,Irrigation - City of Austin,84700
201405,78703,Irrigation - Commercial,1663600
201405,78704,Austin Water Utility,10600
201405,78704,City of Austin,1054900
201405,78704,Commercial,34196000
201405,78704,Irrigation - City of Austin,296500
201405,78704,Irrigation - Commercial,4202100
201405,78705,City of Austin,79400
201405,78705,Commercial,31298700
201405,78705,Irrigation - City of Austin,50200
201405,78705,Irrigation - Commercial,2217000
201405,78705,Large Volume,4947000
201405,78710,Commercial,23900
201405,78710,Irrigation - Commercial,0
201405,78712,Commercial,9550100
201405,78712,Irrigation - Commercial,1683500
201405,78712,Irrigation - Large Volume,15751000
201405,78712,Large Volume,15412600
201405,78714,Commercial,451700
201405,78714,Irrigation - Commercial,1000
201405,78717,City of Austin,6200
201405,78717,Commercial,6113000
201405,78717,Irrigation - City of Austin,30900
201405,78717,Irrigation - Commercial,5182400
201405,78719,Austin Water Utility,609100
201405,78719,City of Austin,5903700
201405,78719,Commercial,6597600
201405,78719,Irrigation - City of Austin,332300
201405,78719,Irrigation - Commercial,649700
201405,78719,Wholesale,1541700
201405,78721,Austin Water Utility,6600
201405,78721,City of Austin,202900
201405,78721,Commercial,7629700
201405,78721,Irrigation - City of Austin,17000
201405,78721,Irrigation - Commercial,277700
201405,78722,City of Austin,32100
201405,78722,Commercial,5155100
201405,78722,Irrigation - City of Austin,7600
201405,78722,Irrigation - Commercial,653500
201405,78723,Austin Water Utility,40800
201405,78723,City of Austin,2796900
201405,78723,Commercial,15438200
201405,78723,Irrigation - City of Austin,65000
201405,78723,Irrigation - Commercial,4010000
201405,78724,Austin Water Utility,18000
201405,78724,City of Austin,5385200
201405,78724,Commercial,4510700
201405,78724,Irrigation - City of Austin,0
201405,78724,Irrigation - Commercial,4379800
201405,78725,Austin Water Utility,172800
201405,78725,City of Austin,241500
201405,78725,Commercial,4632000
201405,78725,Irrigation - Commercial,96000
201405,78725,Large Volume,31209000
201405,78725,Wholesale,1040800
201405,78726,Austin Water Utility,0
201405,78726,City of Austin,11000
201405,78726,Commercial,6946000
201405,78726,Irrigation - Commercial,2703800
201405,78727,City of Austin,39400
201405,78727,Commercial,23112600
201405,78727,Irrigation - City of Austin,0
201405,78727,Irrigation - Commercial,10467700
201405,78728,Commercial,3656700
201405,78728,Irrigation - Commercial,3413700
201405,78728,Large Volume,4222000
201405,78728,Wholesale,27976100
201405,78729,City of Austin,11900
201405,78729,Commercial,12287500
201405,78729,Irrigation - City of Austin,0
201405,78729,Irrigation - Commercial,4670200
201405,78729,Wholesale,31986700
201405,78730,Commercial,3110100
201405,78730,Irrigation - Commercial,3411500
201405,78731,Austin Water Utility,0
201405,78731,City of Austin,417100
201405,78731,Commercial,14692300
201405,78731,Irrigation - City of Austin,19900
201405,78731,Irrigation - Commercial,2919400
201405,78732,Commercial,803900
201405,78732,Irrigation - Commercial,0
201405,78735,Austin Water Utility,2000
201405,78735,City of Austin,281000
201405,78735,Commercial,9225200
201405,78735,Irrigation - Commercial,3979300
201405,78735,Large Volume,22845000
201405,78735,Wholesale,395400
201405,78736,Commercial,1160300
201405,78736,Irrigation - Commercial,111300
201405,78737,Commercial,292600
201405,78737,Irrigation - Commercial,311800
201405,78737,Wholesale,478100
201405,78739,City of Austin,7000
201405,78739,Commercial,1278800
201405,78739,Irrigation - City of Austin,19900
201405,78739,Irrigation - Commercial,2446700
201405,78739,Wholesale,13128300
201405,78741,Austin Water Utility,0
201405,78741,City of Austin,543100
201405,78741,Commercial,17855200
201405,78741,Irrigation - City of Austin,164200
201405,78741,Irrigation - Commercial,2674100
201405,78741,Large Volume,30567000
201405,78742,Austin Water Utility,0
201405,78742,Commercial,466200
201405,78742,Irrigation - Commercial,41500
201405,78744,Austin Water Utility,320000
201405,78744,City of Austin,489700
201405,78744,Commercial,27914500
201405,78744,Irrigation - City of Austin,3220100
201405,78744,Irrigation - Commercial,5663500
201405,78745,City of Austin,440800
201405,78745,Commercial,29877000
201405,78745,Irrigation - City of Austin,91800
201405,78745,Irrigation - Commercial,4641000
201405,78745,Wholesale,7719800
201405,78746,City of Austin,1398100
201405,78746,Commercial,11764700
201405,78746,Irrigation - City of Austin,9000
201405,78746,Irrigation - Commercial,2596300
201405,78746,Wholesale,104851300
201405,78747,Austin Water Utility,27700
201405,78747,Commercial,1358800
201405,78747,Irrigation - Commercial,2111900
201405,78747,Wholesale,3913300
201405,78748,City of Austin,42400
201405,78748,Commercial,11704200
201405,78748,Irrigation - City of Austin,20600
201405,78748,Irrigation - Commercial,5651900
201405,78748,Wholesale,637700
201405,78749,Austin Water Utility,400
201405,78749,City of Austin,55200
201405,78749,Commercial,11062500
201405,78749,Irrigation - City of Austin,3400
201405,78749,Irrigation - Commercial,5884700
201405,78750,Austin Water Utility,364100
201405,78750,City of Austin,206600
201405,78750,Commercial,7677700
201405,78750,Irrigation - City of Austin,0
201405,78750,Irrigation - Commercial,6366500
201405,78751,City of Austin,72400
201405,78751,Commercial,14231800
201405,78751,Irrigation - City of Austin,5000
201405,78751,Irrigation - Commercial,517200
201405,78752,City of Austin,86500
201405,78752,Commercial,24076200
201405,78752,Irrigation - City of Austin,0
201405,78752,Irrigation - Commercial,1268900
201405,78753,Austin Water Utility,500
201405,78753,City of Austin,995500
201405,78753,Commercial,38293800
201405,78753,Irrigation - City of Austin,725400
201405,78753,Irrigation - Commercial,9393700
201405,78754,Austin Water Utility,136000
201405,78754,City of Austin,324100
201405,78754,Commercial,13916300
201405,78754,Irrigation - City of Austin,400
201405,78754,Irrigation - Commercial,4939800
201405,78754,Large Volume,104468400
201405,78755,Commercial,33600
201405,78756,Austin Water Utility,11700
201405,78756,City of Austin,55000
201405,78756,Commercial,11668000
201405,78756,Irrigation - City of Austin,0
201405,78756,Irrigation - Commercial,587200
201405,78757,City of Austin,780800
201405,78757,Commercial,15672100
201405,78757,Irrigation - City of Austin,0
201405,78757,Irrigation - Commercial,734000
201405,78758,City of Austin,1551000
201405,78758,Commercial,43963400
201405,78758,Irrigation - City of Austin,1842100
201405,78758,Irrigation - Commercial,8838800
201405,78759,Austin Water Utility,154400
201405,78759,City of Austin,23300
201405,78759,Commercial,40127000
201405,78759,Irrigation - City of Austin,3300
